,name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score.C#,tech_self_score.Java,tech_self_score.R,tech_self_score.JavaScript,tech_self_score.Python,tech_self_score.C++,tech_self_score.Ruby,tech_self_score.SPSS,tech_self_score.PHP
809,Clywd Musgrove,18/07/2019,['Determined'],"['Chatty', 'Sensitive', 'Stubborn']",Yes,Yes,Yes,Pass,Data,2.0,,,1.0,,2.0,1.0,6.0,
810,Lanni Otton,25/07/2019,['Altruism'],"['Anxious', 'Perfectionist', 'Indifferent']",Yes,Yes,Yes,Pass,Data,4.0,,,,,,6.0,,
811,Yankee Reihm,05/07/2019,"['Rational', 'Determined', 'Charisma']","['Indecisive', 'Intolerant', 'Controlling']",Yes,Yes,Yes,Pass,Data,,6.0,,,,,,,1.0
812,Alikee Sawood,12/07/2019,"['Versatile', 'Perfectionism', 'Critical Thinking']","['Chatty', 'Chaotic', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,,,,6.0,,,1.0,,
813,Roland Skeene,26/07/2019,['Patient'],"['Chaotic', 'Controlling']",Yes,Yes,Yes,Fail,Engineering,,,,,3.0,1.0,1.0,,1.0
814,Chrissy Sate,20/07/2019,['Altruism'],"['Perfectionist', 'Procrastination']",Yes,Yes,Yes,Pass,Business,,,,,,,,,
815,Eric Spritt,20/07/2019,"['Curious', 'Consistent']","['Overbearing', 'Selfish']",Yes,Yes,Yes,Pass,Business,,,,,,,2.0,5.0,2.0
816,Farica Harding,19/07/2019,"['Perfectionism', 'Composure', 'Passionate']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data,2.0,3.0,4.0,4.0,,,,5.0,
817,Kore Amburgy,06/07/2019,"['Curious', 'Creative', 'Critical Thinking']","['Conventional', 'Introverted', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,,,3.0,,,,,6.0,2.0
818,Juli Ruler,12/07/2019,"['Listening', 'Independent']",['Passive'],Yes,Yes,Yes,Pass,Business,,,,,,4.0,,,
819,Gery Beckenham,06/07/2019,"['Patient', 'Collaboration']","['Procrastination', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,,2.0,,3.0,2.0,5.0,2.0,6.0,
820,Jacquelynn Banasiak,12/07/2019,"['Critical Thinking', 'Ambitious']",['Critical'],Yes,No,No,Fail,Business,,,,,2.0,,1.0,3.0,
821,Krystalle Deeney,20/07/2019,['Ambitious'],"['Sensitive', 'Distracted']",Yes,No,Yes,Fail,Engineering,,,,3.0,1.0,,,,
822,Gerianne Christoforou,13//07/2019,"['Critical Thinking', 'Passionate']","['Perfectionist', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,,3.0,6.0,,,2.0,5.0,,
823,Louella Cuppitt,05/07/2019,"['Versatile', 'Charisma', 'Collaboration']",['Perfectionist'],Yes,Yes,Yes,Pass,Business,,,,,,,,,2.0
824,Clarke Whitelock,06/07/2019,"['Consistent', 'Creative', 'Passionate']","['Passive', 'Chatty', 'Immature']",No,No,Yes,Fail,Data,,,,,6.0,4.0,,,
825,Farrel Bertl,04/07/2019,"['Listening', 'Critical Thinking', 'Consistent']",['Impatient'],No,Yes,Yes,Fail,Data,4.0,,6.0,,4.0,,,1.0,2.0
826,Chadd Ellen,05/07/2019,['Critical Thinking'],['Chatty'],Yes,Yes,Yes,Pass,Data,2.0,,,3.0,,,4.0,,1.0
827,Sean Dillaway,11/07/2019,['Curious'],"['Indecisive', 'Distracted']",Yes,Yes,No,Fail,Data,2.0,2.0,7.0,,1.0,,,,
828,Adah Fost,13/07/2019,"['Courteous', 'Determined']","['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data,,,2.0,,,,4.0,,
829,Abram Sueter,26/07/2019,['Independent'],"['Immature', 'Passive', 'Procrastination']",Yes,No,Yes,Fail,Data,4.0,1.0,,,2.0,3.0,,1.0,2.0
830,Darn Kirkby,18/07/2019,"['Competitive', 'Patient', 'Problem Solving']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering,3.0,,,,,,4.0,4.0,
831,Darn Kirkby,18/07/2019,"['Competitive', 'Patient', 'Problem Solving']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering,3.0,,,,,,4.0,4.0,
832,Jessamyn Reightley,19/07/2019,['Reliable'],['Impulsive'],Yes,No,Yes,Fail,Data,3.0,,,,,,,,
833,Rockwell Gutteridge,27/07/2019,['Courteous'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering,,1.0,,,3.0,,4.0,,
834,Serge Muehle,19/07/2019,['Reliable'],"['Chaotic', 'Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Data,5.0,,,1.0,3.0,,,,
835,Sydney Burchmore,19/07/2019,"['Perfectionism', 'Passionate']","['Stubborn', 'Overbearing', 'Chatty']",Yes,Yes,Yes,Pass,Data,,3.0,,4.0,6.0,,,,1.0
836,Gisela Schachter,11/07/2019,"['Charisma', 'Reliable', 'Organisation']","['Slow', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,,,,,,,,,3.0
837,Abram Goldster,04/07/2019,"['Patient', 'Collaboration']","['Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Data,,,4.0,,,1.0,,,
838,Yvor Shepstone,18/07/2019,['Consistent'],"['Indecisive', 'Selfish']",Yes,Yes,Yes,Fail,Data,6.0,,,3.0,,2.0,,,4.0
839,Cosimo Labram,12/07/2019,['Efficient'],"['Passive', 'Impulsive', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,3.0,,2.0,,,,,,1.0
840,Maible Antic,18/07/2019,"['Versatile', 'Composure', 'Efficient']","['Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Data,,,,6.0,6.0,3.0,,3.0,4.0
841,Carlo Beekman,18/07/2019,"['Independent', 'Determined', 'Listening']","['Stubborn', 'Intolerant', 'Chaotic']",Yes,Yes,Yes,Fail,Data,8.0,,,,,4.0,7.0,,
842,Cordie Bolduc,26/07/2019,['Critical Thinking'],"['Undisciplined', 'Competitive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,,2.0,,2.0,4.0,,,1.0,
843,Bourke Belsey,19/07/2019,"['Versatile', 'Altruism', 'Critical Thinking']","['Chatty', 'Sensitive']",No,Yes,Yes,Fail,Data,,,3.0,6.0,,,6.0,4.0,1.0
844,Phedra Berriball,11/07/2019,"['Empathy', 'Determined', 'Courteous']","['Competitive', 'Conventional']",Yes,Yes,No,Fail,Data,5.0,4.0,3.0,,3.0,,3.0,,
845,Silvester Ondra,12/07/2019,"['Critical Thinking', 'Collaboration']","['Overbearing', 'Distracted', 'Impatient']",Yes,Yes,No,Fail,Business,,,,2.0,,,1.0,,5.0
846,Clyve Bradden,05/07/2019,"['Competitive', 'Problem Solving']","['Slow', 'Indecisive', 'Selfish']",Yes,Yes,No,Fail,Business,,,,,,,1.0,,
847,Winna Lemmertz,12/07/2019,"['Determined', 'Passionate', 'Rational']",['Chaotic'],Yes,Yes,Yes,Pass,Business,,,,,,3.0,2.0,2.0,
848,Fremont Vicary,26/07/2019,"['Perfectionism', 'Versatile']","['Impatient', 'Selfish', 'Anxious']",Yes,No,Yes,Fail,Engineering,,1.0,5.0,4.0,,,,,4.0
849,Byrom Sawday,11//07/2019,"['Consistent', 'Creative']","['Stubborn', 'Impatient']",Yes,Yes,Yes,Pass,Business,,,1.0,1.0,3.0,1.0,,,
850,Kat Sutherland,18/07/2019,"['Competitive', 'Efficient']","['Distracted', 'Competitive', 'Intolerant']",Yes,Yes,No,Fail,Data,,2.0,,,3.0,,,6.0,
851,Corby Torel,20/07/2019,['Altruism'],"['Indecisive', 'Slow']",Yes,Yes,No,Fail,Business,,,,6.0,,3.0,,,
852,Corby Torel,20/07/2019,['Altruism'],"['Indecisive', 'Slow']",Yes,Yes,No,Fail,Business,,,,6.0,,3.0,,,
853,Leland Wither,18/07/2019,"['Composure', 'Passionate', 'Courteous']","['Intolerant', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,,,,5.0,3.0,2.0,,4.0,
854,Clio Lafflina,26/07/2019,['Perfectionism'],"['Competitive', 'Distracted', 'Critical']",Yes,No,Yes,Fail,Business,,,,1.0,,,1.0,,
855,Farlee Petren,20/07/2019,"['Independent', 'Perfectionism', 'Collaboration']",['Indifferent'],Yes,Yes,Yes,Pass,Business,,,,,,,,,
856,Elisabeth Ebbutt,04/07/2019,['Creative'],['Anxious'],Yes,Yes,Yes,Pass,Data,2.0,1.0,,,2.0,2.0,,,
857,Benedikt Cohani,06/07/2019,"['Critical Thinking', 'Courteous']","['Sensitive', 'Stubborn', 'Indecisive']",Yes,Yes,Yes,Pass,Data,,,,5.0,,3.0,2.0,3.0,
858,Joanna Eggerton,11/07/2019,"['Listening', 'Perfectionism']","['Immature', 'Introverted', 'Indifferent']",Yes,Yes,Yes,Pass,Business,,,,,,3.0,3.0,2.0,3.0
859,Candi Camillo,19/07/2019,"['Perfectionism', 'Collaboration', 'Ambitious']","['Sensitive', 'Distracted']",No,Yes,Yes,Fail,Engineering,,,,2.0,,,,,
860,Augustin Tabrett,05/07/2019,['Competitive'],['Indecisive'],Yes,Yes,No,Fail,Engineering,,,,,,3.0,,2.0,
861,Ervin Acosta,26/07/2019,"['Empathy', 'Composure']","['Anxious', 'Stubborn']",Yes,No,No,Fail,Data,,,,,,1.0,,,1.0
862,Nanni Caldera,05/07/2019,"['Consistent', 'Charisma', 'Composure']","['Immature', 'Impatient']",Yes,No,No,Fail,Data,,,,4.0,,,,3.0,5.0
863,Joachim Guslon,05/07/2019,"['Critical Thinking', 'Patient', 'Collaboration']",['Procrastination'],Yes,Yes,Yes,Pass,Data,,,7.0,,,,,3.0,5.0
864,Dean Duchant,27/07/2019,['Independent'],"['Anxious', 'Chaotic', 'Passive']",No,Yes,Yes,Fail,Business,2.0,1.0,,,,,,,2.0
865,Hartwell Jewess,04/07/2019,"['Empathy', 'Composure']",['Conventional'],Yes,Yes,Yes,Pass,Data,5.0,3.0,6.0,,,,2.0,,
866,Allx Macdearmaid,25/07/2019,"['Determined', 'Charisma']",['Chatty'],Yes,Yes,Yes,Pass,Data,,,,,6.0,1.0,,,
867,Derrek Scarce,27/07/2019,"['Creative', 'Innovative', 'Charisma']","['Chaotic', 'Immature']",Yes,Yes,Yes,Pass,Business,,,,,5.0,,4.0,,
868,Aguie Prati,26/07/2019,['Charisma'],['Controlling'],Yes,No,Yes,Fail,Engineering,2.0,,2.0,,,,4.0,3.0,
869,Shayne De Domenico,11/07/2019,['Creative'],"['Slow', 'Procrastination', 'Overbearing']",No,Yes,Yes,Fail,Engineering,,,8.0,,3.0,,,,
870,Brandise Moston,18/07/2019,['Competitive'],['Intolerant'],Yes,Yes,Yes,Pass,Business,,,,,8.0,4.0,,,
871,Petronilla Ziemens,11/07/2019,"['Listening', 'Ambitious', 'Efficient']","['Controlling', 'Indecisive', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,,2.0,2.0,,5.0,,,,4.0
872,Jarrod Driffe,25/07/2019,['Courteous'],"['Procrastination', 'Distracted']",Yes,No,Yes,Fail,Data,,,3.0,2.0,,5.0,,,5.0
873,Celestina Aysik,04/07/2019,"['Listening', 'Independent']","['Indifferent', 'Immature']",Yes,Yes,Yes,Pass,Engineering,5.0,2.0,,1.0,,4.0,,,1.0
874,Nikolaus Gullefant,11/07/2019,['Competitive'],['Sensitive'],Yes,Yes,Yes,Pass,Business,2.0,4.0,,1.0,7.0,,,1.0,
875,Palmer Snaddin,13/07/2019,['Curious'],"['Selfish', 'Slow', 'Critical']",Yes,Yes,Yes,Pass,Data,,,1.0,,3.0,3.0,,,
876,Daniele Iskowicz,18/07/2019,['Creative'],"['Distracted', 'Controlling', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,,3.0,,6.0,,3.0,5.0,,
877,Brandy Iannazzi,04/07/2019,"['Perfectionism', 'Rational', 'Reliable']",['Selfish'],Yes,Yes,Yes,Pass,Data,,,,,3.0,,,,3.0
878,Jerome Kasting,19/07/2019,"['Reliable', 'Problem Solving', 'Empathy']","['Impatient', 'Conventional', 'Procrastination']",Yes,Yes,Yes,Pass,Data,,5.0,,,,,,,
879,Auberon Werny,11/07/2019,"['Listening', 'Competitive']","['Selfish', 'Impatient']",Yes,Yes,Yes,Pass,Business,,,,2.0,,,6.0,,2.0
880,Eimile Sanper,27/07/2019,['Competitive'],"['Introverted', 'Impatient']",Yes,Yes,No,Fail,Data,,2.0,,2.0,,3.0,,,
881,Wallas Hacket,06/07/2019,['Problem Solving'],"['Competitive', 'Impulsive', 'Conventional']",Yes,No,Yes,Fail,Data,,,,,,2.0,,,
882,Devlen Froome,19/07/2019,"['Reliable', 'Critical Thinking', 'Organisation']",['Anxious'],Yes,Yes,No,Fail,Business,1.0,,4.0,,4.0,,,6.0,2.0
883,Amalia Orris,06/07/2019,['Determined'],"['Passive', 'Indifferent']",Yes,Yes,Yes,Pass,Business,,2.0,5.0,,,,,,
884,Kendra Twort,26/07/2019,"['Altruism', 'Independent', 'Ambitious']","['Perfectionist', 'Selfish']",Yes,Yes,Yes,Pass,Engineering,,,,,,4.0,,,
885,Wilden Claisse,18/07/2019,"['Passionate', 'Competitive', 'Ambitious']","['Chatty', 'Passive', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,3.0,,,3.0,,,2.0,,2.0
886,Dulsea Westfalen,27/07/2019,"['Curious', 'Innovative']","['Controlling', 'Passive', 'Critical']",No,Yes,Yes,Fail,Data,,5.0,,,,,4.0,,
887,Kendell Ruppele,06/07/2019,"['Listening', 'Innovative', 'Composure']","['Chaotic', 'Introverted']",Yes,No,Yes,Fail,Engineering,,,3.0,6.0,,,,,
888,Kendell Ruppele,06/07/2019,"['Listening', 'Innovative', 'Composure']","['Chaotic', 'Introverted']",Yes,No,Yes,Fail,Engineering,,,3.0,6.0,,,,,
889,Judd Abrahm,25/07/2019,"['Competitive', 'Creative']",['Procrastination'],Yes,Yes,Yes,Fail,Business,,1.0,,2.0,1.0,2.0,,,1.0
890,Letizia Persence,20/07/2019,"['Efficient', 'Altruism']","['Anxious', 'Procrastination']",Yes,Yes,No,Fail,Engineering,3.0,,,2.0,2.0,4.0,1.0,,2.0
891,Forster Clines,11/07/2019,"['Empathy', 'Listening']","['Impatient', 'Chatty', 'Conventional']",Yes,Yes,Yes,Pass,Data,,,4.0,,,,,4.0,
892,Carly Assandri,27/07/2019,"['Critical Thinking', 'Consistent', 'Courteous']","['Passive', 'Critical', 'Anxious']",Yes,Yes,Yes,Pass,Data,2.0,7.0,2.0,,5.0,,,2.0,
893,Tremain Barosch,27/07/2019,['Organisation'],"['Competitive', 'Perfectionist', 'Critical']",Yes,Yes,Yes,Pass,Business,,,3.0,1.0,,,,,
894,Kyla Jankovsky,20/07/2019,"['Determined', 'Rational']",['Chatty'],Yes,No,Yes,Fail,Engineering,,2.0,,3.0,,,,,
895,Kyla Jankovsky,20/07/2019,"['Determined', 'Rational']",['Chatty'],Yes,No,Yes,Fail,Engineering,,2.0,,3.0,,,,,
896,Dixie Macrae,05/07/2019,"['Altruism', 'Critical Thinking']",['Competitive'],No,Yes,Yes,Fail,Engineering,,2.0,,3.0,,,,,1.0
897,Lewiss Sabban,05/07/2019,"['Efficient', 'Charisma']",['Introverted'],Yes,Yes,Yes,Pass,Data,5.0,5.0,,,,,7.0,1.0,1.0
898,Kat Rigard,25/07/2019,"['Competitive', 'Reliable', 'Listening']","['Distracted', 'Anxious', 'Conventional']",No,No,Yes,Fail,Data,,,4.0,1.0,2.0,,,,
899,Belia Losseljong,27/07/2019,['Organisation'],['Impatient'],No,Yes,Yes,Fail,Business,8.0,,3.0,,,2.0,,3.0,
900,Peggy Hariot,06/07/2019,['Passionate'],"['Competitive', 'Perfectionist', 'Impatient']",Yes,Yes,No,Fail,Data,,,,,,5.0,,,
901,Selby Floyd,04/07/2019,"['Rational', 'Independent']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,,4.0,2.0,1.0,4.0,,,1.0,
902,Prentice Van Der Hoeven,11/07/2019,['Critical Thinking'],"['Chaotic', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Business,,,,,1.0,,,,
903,Amos Debill,25/07/2019,"['Consistent', 'Ambitious', 'Critical Thinking']","['Intolerant', 'Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,,,3.0,,,2.0,5.0,3.0,
904,Samson Mosen,26/07/2019,"['Organisation', 'Perfectionism']",['Indifferent'],Yes,Yes,Yes,Pass,Business,,,4.0,,,,,,
905,Quint Pontain,06/07/2019,"['Empathy', 'Rational', 'Listening']","['Indecisive', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Business,,,,,5.0,,,,
906,Tana Cullinane,12/07/2019,"['Ambitious', 'Organisation']","['Slow', 'Competitive']",Yes,Yes,Yes,Pass,Business,,,,1.0,2.0,,1.0,,3.0
907,Costanza Pyke,25/07/2019,"['Passionate', 'Efficient', 'Independent']",['Anxious'],Yes,Yes,Yes,Pass,Engineering,,4.0,2.0,3.0,2.0,,2.0,,1.0
908,Kenton Kilgrove,04/07/2019,"['Collaboration', 'Competitive']","['Selfish', 'Impulsive', 'Competitive']",Yes,Yes,Yes,Pass,Data,2.0,,3.0,,,,,,
909,Darda Di Giacomo,06/07/2019,"['Passionate', 'Creative', 'Empathy']","['Undisciplined', 'Slow', 'Overbearing']",Yes,Yes,No,Fail,Engineering,4.0,2.0,2.0,3.0,,,2.0,,
910,Othilia Hucker,25/07/2019,['Determined'],"['Perfectionist', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,1.0,1.0,,,,2.0,,7.0,1.0
911,Lavinie Marshman,18/07/2019,['Composure'],"['Distracted', 'Anxious']",Yes,Yes,Yes,Pass,Business,,,1.0,,,7.0,3.0,,
912,Silvain Kuhwald,25/07/2019,"['Organisation', 'Reliable']","['Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Data,2.0,6.0,,,,,3.0,,
913,Audra Boodell,20/07/2019,['Innovative'],"['Sensitive', 'Immature', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,,,2.0,,3.0,,,3.0,
914,Wilt Gotliffe,06/07/2019,"['Rational', 'Reliable']","['Immature', 'Introverted']",Yes,Yes,Yes,Pass,Business,4.0,1.0,,,1.0,2.0,3.0,,
915,Rosene Yearnsley,27/07/2019,['Independent'],"['Impatient', 'Passive']",Yes,No,Yes,Fail,Business,,3.0,,,2.0,1.0,2.0,2.0,
916,Larry Claridge,18/07/2019,"['Charisma', 'Curious']",['Anxious'],Yes,Yes,Yes,Pass,Engineering,,,,2.0,,,,,
917,Hattie Dullard,05/07/2019,"['Curious', 'Consistent']","['Distracted', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering,,6.0,,6.0,,2.0,5.0,,
918,Dacy Pococke,13/07/2019,"['Independent', 'Passionate', 'Courteous']","['Passive', 'Critical', 'Selfish']",Yes,Yes,No,Fail,Engineering,,,,,,,1.0,,
919,Kingsly Lowdwell,20/07/2019,"['Problem Solving', 'Composure']",['Chatty'],Yes,No,Yes,Fail,Data,1.0,,,2.0,,,,4.0,3.0
920,Cleon Kemson,20/07/2019,"['Problem Solving', 'Curious', 'Independent']",['Overbearing'],Yes,Yes,Yes,Pass,Engineering,,2.0,,3.0,4.0,3.0,,,3.0
921,Seymour Rodda,06/07/2019,"['Passionate', 'Courteous']","['Introverted', 'Conventional']",Yes,Yes,No,Fail,Engineering,2.0,,,,,3.0,,6.0,
922,Linc Hallex,20/07/2019,"['Curious', 'Collaboration']","['Selfish', 'Immature']",Yes,Yes,Yes,Pass,Engineering,,,,3.0,2.0,4.0,,,
923,Tobe Markovic,05//12/2019,"['Collaboration', 'Competitive']","['Anxious', 'Critical']",No,Yes,Yes,Fail,Data,6.0,,,,,,,3.0,3.0
924,Candy Berends,10/12/2019,"['Passionate', 'Listening']","['Impulsive', 'Procrastination', 'Indifferent']",Yes,Yes,Yes,Pass,Business,,,,,,,,2.0,3.0
925,Charmian Martinuzzi,17/12/2019,"['Consistent', 'Independent', 'Perfectionism']","['Critical', 'Conventional', 'Distracted']",No,Yes,Yes,Fail,Data,,,,,2.0,,5.0,,1.0
926,Mirabelle Shakeshaft,18/12/2019,"['Empathy', 'Versatile', 'Consistent']","['Critical', 'Immature']",Yes,Yes,Yes,Pass,Engineering,4.0,,2.0,6.0,3.0,,,2.0,
927,Benita Downgate,05/12/2019,"['Collaboration', 'Creative']","['Stubborn', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,,,,,2.0,,5.0,,
928,Adolpho Litterick,10/12/2019,"['Consistent', 'Altruism']","['Indecisive', 'Indifferent', 'Sensitive']",Yes,Yes,No,Fail,Engineering,,,,,,,,,
929,Rockey Courtes,10/12/2019,"['Organisation', 'Passionate', 'Curious']","['Selfish', 'Overbearing', 'Procrastination']",Yes,No,No,Fail,Business,,,5.0,8.0,2.0,,4.0,,
930,Berry Gammel,11/12/2019,['Determined'],['Conventional'],Yes,No,Yes,Fail,Business,3.0,3.0,,,5.0,1.0,2.0,2.0,1.0
931,Moritz Mosedall,11/12/2019,"['Reliable', 'Rational']","['Competitive', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,,,,5.0,,,2.0,2.0,
932,Trefor Kalinowsky,04/12/2019,"['Organisation', 'Perfectionism']","['Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Data,3.0,,,,,,3.0,,
933,Gertruda Syddie,12/12/2019,"['Patient', 'Perfectionism', 'Empathy']","['Procrastination', 'Introverted', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,8.0,6.0,,,,,,,
934,Hersch Holburn,18/12/2019,"['Collaboration', 'Problem Solving']",['Anxious'],Yes,Yes,Yes,Pass,Business,4.0,,,,,4.0,1.0,5.0,
935,Alayne Farrans,19/12/2019,"['Determined', 'Problem Solving', 'Ambitious']",['Intolerant'],Yes,Yes,Yes,Pass,Data,4.0,,,,,,,5.0,
936,Adina Seton,18/12/2019,['Composure'],"['Undisciplined', 'Perfectionist']",Yes,Yes,Yes,Fail,Engineering,4.0,,,,,,,,
937,Leighton Iddy,04/12/2019,"['Determined', 'Charisma']","['Slow', 'Conventional']",No,Yes,Yes,Fail,Engineering,1.0,,,5.0,,,,,
938,Nerti Welfair,11//12/2019,"['Listening', 'Curious', 'Critical Thinking']",['Impatient'],No,Yes,Yes,Fail,Business,1.0,,,,1.0,3.0,,,
939,Olly Lannen,19/12/2019,['Determined'],"['Competitive', 'Intolerant', 'Indecisive']",Yes,Yes,Yes,Pass,Business,,1.0,3.0,3.0,1.0,3.0,4.0,3.0,
940,Ringo Goosey,03/12/2019,"['Passionate', 'Altruism', 'Creative']","['Impulsive', 'Passive']",Yes,No,Yes,Fail,Data,4.0,4.0,,,1.0,,,,1.0
941,Sandro Pratchett,11/12/2019,"['Curious', 'Reliable']","['Sensitive', 'Impatient']",Yes,Yes,Yes,Pass,Business,,4.0,,,,,,,
942,Reba Cosser,19/12/2019,"['Organisation', 'Critical Thinking', 'Curious']",['Chaotic'],Yes,Yes,Yes,Pass,Business,1.0,3.0,,1.0,5.0,,,11.0,
943,Olia Lincoln,11/12/2019,"['Passionate', 'Courteous', 'Critical Thinking']","['Controlling', 'Introverted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,2.0,,,4.0,2.0,,,,
944,Nady Smallpiece,18/12/2019,['Independent'],"['Anxious', 'Intolerant']",Yes,Yes,No,Fail,Engineering,3.0,,3.0,,4.0,,,7.0,
945,Ali Bonds,03/12/2019,['Composure'],['Introverted'],Yes,Yes,No,Fail,Business,,,,,,3.0,1.0,2.0,
946,Dniren Barlas,12/12/2019,['Collaboration'],"['Overbearing', 'Procrastination']",Yes,Yes,Yes,Pass,Data,4.0,,,,2.0,1.0,3.0,1.0,
947,Leif Forsyth,19/12/2019,['Courteous'],"['Distracted', 'Selfish', 'Overbearing']",Yes,Yes,Yes,Pass,Business,2.0,,,2.0,1.0,,2.0,,2.0
948,Salmon Glenfield,10/12/2019,['Composure'],['Chatty'],Yes,Yes,No,Fail,Business,4.0,,1.0,,1.0,,1.0,,5.0
949,Jacquetta Pill,05/12/2019,"['Passionate', 'Courteous']","['Undisciplined', 'Anxious']",No,Yes,Yes,Fail,Data,3.0,,,,1.0,,4.0,,
950,Caril Bayly,11/12/2019,"['Collaboration', 'Determined', 'Efficient']","['Chaotic', 'Impulsive']",Yes,Yes,Yes,Pass,Business,2.0,2.0,,,,,,2.0,
951,Jordain Rochester,04/12/2019,['Independent'],"['Indifferent', 'Selfish', 'Impatient']",Yes,Yes,No,Fail,Data,,1.0,,2.0,,,3.0,,
952,Clementia Beasleigh,04/12/2019,['Reliable'],['Conventional'],Yes,Yes,Yes,Pass,Business,5.0,3.0,,1.0,,,,,
953,Vidovic Niblett,19/12/2019,"['Listening', 'Patient', 'Collaboration']","['Impatient', 'Indecisive', 'Overbearing']",Yes,No,No,Fail,Engineering,,,3.0,5.0,,,3.0,5.0,2.0
954,Christian Tunny,04/12/2019,"['Composure', 'Efficient']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering,1.0,,4.0,,,1.0,,,1.0
955,Eba Tarbath,17/12/2019,['Patient'],"['Chaotic', 'Procrastination']",Yes,No,Yes,Fail,Data,,,4.0,,,,5.0,,
956,Barton Moar,03/12/2019,['Listening'],"['Critical', 'Sensitive']",Yes,Yes,Yes,Pass,Business,,,,1.0,6.0,,,,
957,Jo Ann Beeke,12/12/2019,"['Independent', 'Perfectionism']",['Intolerant'],No,Yes,No,Fail,Business,,,2.0,,,5.0,,,
958,Terencio Mulles,05/12/2019,['Determined'],"['Intolerant', 'Controlling', 'Overbearing']",Yes,Yes,Yes,Pass,Data,,,,,4.0,,,5.0,
959,Mart Haggerstone,12/12/2019,"['Organisation', 'Creative', 'Ambitious']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data,,,,,1.0,,2.0,3.0,
960,Norean Caston,18/12/2019,"['Organisation', 'Creative', 'Consistent']",['Introverted'],Yes,Yes,Yes,Pass,Business,,,,,3.0,3.0,,,
961,Tiphanie Selway,18/12/2019,['Altruism'],['Immature'],No,Yes,Yes,Fail,Business,,,,,,,,,
962,Deeyn Klimkin,05/12/2019,['Problem Solving'],['Chatty'],Yes,No,Yes,Fail,Business,,,,,,,,,
963,Charlotte Laxe,11/12/2019,"['Reliable', 'Creative']",['Competitive'],Yes,Yes,Yes,Pass,Engineering,,,,4.0,,,,,
